,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
modliv,4.446335207234349,-0.14347775464089887,0.009624308344633556,-0.14347775464090426,-0.002361866401910762,-0.1434777546408995,-0.1434777546408987,0.4606322505493349,-0.14347775464089976,4.539365450491547,-0.14347775464089757,-0.007803653258575713,-0.04831789757962309,0.06719065004256501,0.09608595287022853,-0.03126448912451121,0.6953986025930682,-0.1434777546409001,-0.14347775464089857
malignantneo_mhyn,-0.33777256604362715,-0.33777256604362105,-0.3377725660436224,-0.33777256604363354,-0.33777256604362305,-0.3377725660436227,-0.17902968314198722,1.3484012196186523,0.32189634633797626,-0.10196525325306603,-0.12037811830760953,-0.07714043444871331,-0.17230377531245294,2.9605719958643735,-0.04724480670457682,-0.099838675617394,-0.33777256604362604,-0.3377725660436245,-0.33777256604361994
obesity_mhyn,-0.3666787473670447,-0.3666787473670383,-0.36667874736703987,0.9603129348890396,-0.3666787473670402,-0.3666787473670401,0.05587365341413614,0.0073399414869161055,-0.16042130595696436,0.053041734152471764,0.02458577673910196,-0.012612839769362129,-0.05625784892378186,-0.06897310333046888,0.11423238545438084,0.10062468853631476,2.7271828737841255,-0.3666787473670416,2.7271828737840758
dementia_mhyn,0.04184443540914584,-0.45362949431679594,0.0850497136160095,0.1395909464189595,-0.07505916232570002,-0.45362949431679744,-0.28191794876481296,-0.092410321319287,-0.45362949431679817,-0.2475574727581832,-0.19853442715430403,-0.2725619402735889,-0.2847219285183638,0.004193013375329471,-0.2883607879942505,-0.28327202182781863,0.5269239852396226,2.204442199037525,-0.45362949431679384
infect_cmtrt,0.017954341841186872,-0.10896664858387176,0.16482975742250378,0.11327998224541766,0.10719336975927421,-0.042029710925352244,0.0017744711229788093,0.10187791869497247,-0.020095181674476596,-0.1069350701673852,-0.03757392918732694,-0.01606829865471922,0.022741515955986332,0.0581346186512871,-0.05965809023732643,-0.05501459774760068,0.10403893210321002,-0.007081680107615697,0.015875594756656536
daily_lymp_lborres,2.6283287908481174,-0.03153605100063303,-0.12419440168382306,1.1697415446578534,-0.0777999928362295,-0.15917006091023495,0.07387890078831517,9.60228396765561,-0.13049564297708172,-0.09833062737293251,0.02138797193404779,0.09264551497856227,-0.00893591270410394,-0.12802493803118,0.09942256349097942,0.060485669808229385,-0.17818289994354855,-0.13046124055251426,-0.032309795072499
daily_neutro_lborres,0.2068596382541517,-0.06286103092242644,0.07325955063703557,0.8447112376398042,-0.05994568864729689,0.008587688975630383,-0.055944004343945176,0.3845440954196739,-0.2873347901271957,-0.10705563081677309,-0.037764941605977945,-0.017623185603856263,-0.035481054772294116,0.06526133913230804,-0.07252034951726699,-0.10133694626515259,-0.13941036678687066,0.059168259022180945,-0.07070439359697699
daily_plt_lborres,-0.21838806604869557,0.029972308948349742,0.038685618793223256,0.23296119182445038,0.03917337360708422,-0.05193619643482009,0.03262185603738719,0.20015453084445928,-0.16956614368717152,-0.260999565837257,-0.002384814308874419,-0.040776147204141744,-0.02659350953176782,-0.0013246960651897618,-0.09291397096249188,-0.037377793035854555,-0.1448929139649785,-0.024647569412964906,-0.011040762849959002
daily_bun_lborres,0.04797002440087636,-0.3508664093969368,0.10444756250623799,1.8653258518018874,-0.24582351207670466,0.4152082651962009,-0.2198287362842947,0.3403531233771215,0.13761880951966218,0.9736423947627723,-0.21199314590658017,-0.17493043276495285,-0.2671062242208454,0.13165787362510123,-0.1365376113635761,-0.1471442346297924,0.21278357408142243,0.3806482810412531,-0.32415205876782255
daily_creat_lborres,0.029438010901346016,-0.3036906354635831,-0.057344049919954745,2.3725415722575227,-0.25365449776690935,0.38530940056909274,-0.0289150774747641,0.4961540212885576,0.4413819904349027,2.653100312680915,-0.0955627711984974,-0.03546322652555996,-0.0802622160991243,0.06378357111366445,-0.017338487293391706,0.13914698086386107,0.18432384176678707,0.0627675251091718,-0.26562920260453515
daily_crp_lborres,-0.17060626219196715,-0.001068841257160352,-0.05094791932522434,0.5845950766217897,-0.07434300427486105,-0.016335567105232793,0.03843198675812065,0.0304257930157667,0.25265291583227695,0.22184152915314384,0.05062398298702929,0.13303926878511452,0.0666277351196732,0.017507728861012158,0.025494733390215792,0.16347802488251653,-0.13234305323390533,-0.09102133113879256,0.04862695028789169
onset2admission,-0.10837483607319869,0.07016221647291206,-0.03284655731460771,-0.008507234399956242,0.049140674319825,-0.09518987837279937,0.18529779521661077,0.03555414282716968,0.20639729450943547,-0.05399106751932967,0.1190973261828588,0.1173801460656653,0.20558659144957464,-0.12596468884082998,0.1273123505881029,0.1722546324921259,-0.12187979293817859,-0.2359914212513635,0.13312402463678685
age,-0.17706248875890543,-0.36700862283805225,0.42520214073156554,0.16038994693322736,-0.023173600488347598,0.4717474474126973,-0.6934727244204489,-0.2908696294874107,-0.111116384218268,-0.5125445177680018,-0.5297841541802835,-0.45307458388172717,-0.6431714469333857,0.3910815839440701,-0.6308945633248504,-0.6041428175003424,0.2724358706987654,0.7628673973553407,-0.5106255314503297
immunosuppressed_yn,0.016500161291210305,-0.19278957037734676,0.15668769311048478,0.08550092721158035,0.12197210621228093,0.00547640242761826,-0.1543013940086056,0.29041509192194875,-0.09206489340647207,0.21426238468762968,-0.1373911409759413,-0.11377929869597353,-0.17280719464082744,0.4703792093049243,-0.11149601011783328,-0.07244163350435359,0.10606168087328081,-0.047383403523623406,-0.06967857485518301
diabetes,0.006185279079532232,-0.21588291647077085,-0.049122279762316944,0.47035905162899816,-0.08131938367035564,0.11135280492255126,0.2030114388069567,0.12537832987017208,-0.5591999171346601,0.4617357222088047,0.02358902704554337,0.13800481316002394,0.033555667823465064,-0.013527706733631305,0.10976797187034056,0.13332376294815282,0.611269643341187,-0.06873342098112467,0.20612804780926072
sf94,0.17726347812217894,0.051225176068495595,-0.05701216473748458,-0.30248141773127124,0.06900863948794214,0.07400205192534096,-0.06360330072057607,0.0494177403417149,0.027461028185805016,-0.10727346617472566,-0.06449904954293714,-0.08268484917559665,-0.19197764798369113,0.07793935119938676,-0.06185694884119202,-0.07443615002433587,-0.06336835635950745,0.08082380583225192,-0.31924351902426196
Aboriginal/First Nations,-0.01370986882624794,-0.013709868826247699,-0.013709868826247758,-0.013709868826248207,-0.01370986882624778,-0.013709868826247744,-0.013709868826247666,-0.013709868826247815,72.94015812065848,-0.01370986882624831,-0.01370986882624757,-0.013709868826247794,-0.013709868826247794,-0.01370986882624779,-0.0137098688262478,-0.013709868826247756,-0.013709868826247898,-0.013709868826247827,-0.013709868826247657
Arab,-0.06796426352612933,-0.0679642635261282,-0.06796426352612836,-0.06796426352613064,-0.06796426352612853,-0.06796426352612839,-0.067964263526128,-0.06796426352612868,-0.06796426352612851,-0.06796426352613115,-0.06796426352612742,14.713614892855475,-0.06796426352612871,-0.06796426352612858,-0.06796426352612865,-0.0679642635261284,-0.06796426352612908,-0.06796426352612879,-0.06796426352612794
Black,-0.20185723323252122,-0.20185723323251753,-0.20185723323251853,-0.20185723323252505,-0.2018572332325189,-0.2018572332325184,-0.20185723323251725,0.5364747936003947,-0.20185723323251867,-0.20185723323252655,-0.2018572332325155,-0.20185723323251858,-0.20185723323251842,-0.20185723323251878,-0.20185723323251842,4.953996366571142,-0.2018572332325206,-0.20185723323251947,-0.20185723323251678
East Asian,-0.08688212447535423,-0.0868821244753526,-0.08688212447535286,-0.08688212447535582,-0.08688212447535318,-0.086882124475353,-0.08688212447535242,-0.08688212447535329,-0.08688212447535311,-0.08688212447535644,-0.08688212447535176,-0.08688212447535305,11.509847463314284,-0.08688212447535311,-0.086882124475353,-0.0868821244753529,-0.08688212447535394,-0.08688212447535346,-0.08688212447535229
Latin American,-0.036979143199107396,-0.036979143199106695,-0.036979143199106855,-0.036979143199108104,-0.03697914319910696,-0.036979143199106904,-0.03697914319910666,-0.036979143199107015,-0.03697914319910695,-0.03697914319910838,-0.03697914319910636,-0.03697914319910693,-0.036979143199107,-0.03697914319910696,7.609752025219344,-0.036979143199106904,-0.03697914319910728,-0.03697914319910708,-0.03697914319910661
Other,-0.26647293046066867,-0.26647293046066384,-0.26647293046066506,-0.266472930460674,-0.2664729304606654,-0.2664729304606653,-0.2664729304606633,0.49715155921796944,-0.2664729304606656,2.1899511895787493,3.7527263961530037,-0.2664729304606653,-0.26647293046066584,-0.26647293046066534,-0.2664729304606653,-0.2664729304606659,-0.26647293046066806,-0.26647293046066656,-0.2664729304606632
South Asian,-0.24081119646285298,-0.24081119646284876,-0.24081119646284974,-0.24081119646285765,-0.2408111964628504,-0.24081119646284982,4.152630835644148,0.38036687972300665,-0.24081119646285026,1.467479863857284,-0.2408111964628463,-0.24081119646284968,-0.24081119646284957,-0.24081119646285032,-0.24081119646284946,-0.24081119646285012,-0.24081119646285248,-0.24081119646285118,-0.24081119646284804
West Asian,-0.059012176299029065,-0.05901217629902804,-0.05901217629902826,-0.059012176299030224,-0.05901217629902843,-0.059012176299028295,-0.059012176299027955,-0.05901217629902852,-0.05901217629902843,-0.059012176299030675,-0.05901217629902747,-0.05901217629902837,-0.05901217629902832,-0.05901217629902839,12.143819170882686,-0.059012176299028454,-0.05901217629902892,-0.05901217629902859,-0.0590121762990279
White,0.46435187944700956,0.4643518794470012,0.46435187944700335,0.4643518794470183,0.46435187944700357,0.464351879447003,-2.1535392538755094,-0.7780584746505561,-2.153539253875528,-2.1535392538756115,-2.1535392538754943,-2.1535392538755307,-2.1535392538755325,0.4643518794470041,-2.153539253875532,-2.1535392538755262,0.46435187944700834,0.4643518794470054,0.4643518794469998
