,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
daily_plt_lborres,0.07091273937321062,-0.14690485350245325,0.06403275193745948,0.04954435220565796,-0.09581843461588022,-0.05707323955304422,0.09444827389302703,-0.0283305789695482,0.04835016285189703,0.06572473977139791,0.07037593864957885,0.1857033880465374,0.2250480567464798,0.02499841246315472,0.027558776374823762,1.0668345272489361,-0.011800966346123784,0.08477037687836825,0.07679230509071507,-0.0785613959255396
dementia_mhyn,0.14357998374807904,0.12543368726537138,0.035469364693591326,-0.1952303549163875,-0.021522941240887362,-0.14261526340013747,-0.28150930323879375,0.017825254065676706,-0.1920052704215484,-0.03180946097507395,-0.3730818672454554,-0.08224605282545155,-0.45362949431679833,0.304212261339452,0.08560373035429417,-0.42457953045500335,-0.20234009490535243,0.04380835876465431,-0.043198765785616565,0.027527558444410714
diabetes,0.07846435141547653,0.22306005684701574,-0.18049242699772733,-0.0030974073882214194,-0.024047302421077103,-0.04719106916680904,-0.046743490391424336,0.21931409715027173,-0.09373607951453176,0.13951527042055567,-0.27465820346421355,-0.12639321978357773,-0.4077502953423254,0.08950357248952637,-0.06325573309638317,-0.520716816515298,-0.09809823346721808,-0.07406156284396893,-0.0911788830423516,0.20794685991801862
hr_vsorres,-0.12511898456996076,-0.26040066815041724,-0.11889564954321274,0.47437033456960864,-0.3936228458593103,0.11855193522101369,0.3387681554499169,-0.09630485896687875,0.038050756410947593,0.019115474127254336,2.1073806405256956,0.9697985603473145,2.001859521691687,-0.20004613695583412,-0.1762263589208162,3.3496207429300053,0.5980140657592675,-0.12326588084516313,0.3230709595835382,-0.1262511887775737
immunosuppressed_yn,0.2614593152968961,-0.023845138854331233,-0.030126759271675428,-0.21400256476634574,-0.08253217333235764,-0.178562452686273,0.0817038387658725,0.14394688618758641,0.028649876720976915,0.3396928232013763,-0.34776072467643415,-0.1312280047617032,-0.18279567224420054,0.09714615633903942,0.021798833779183895,-0.48399211018911936,-0.21915105383407807,0.15470898077554082,0.2438719556699586,0.17316170508948692
infect_cmtrt,0.13027701035289868,-0.022650375176706466,-0.09929646363533454,-0.018297291080497817,-0.12079886310006788,-0.03104766741235445,0.1825694038773202,0.08343508176727586,-0.0024763682713895134,0.2363151422399847,0.08440039890892533,-0.013354224935365285,0.5201999400516849,-0.007062853030288373,0.014961685771060513,-0.24352484226615356,-0.08271247950172968,0.07673795911521768,0.2805605038730393,0.1305332060718534
malignantneo_mhyn,0.04946401926325353,0.10445996965942765,-0.03643633988454646,-0.11452694871474116,0.07172579554893874,-0.044443643627914135,-0.17918601091504152,-0.03155212403738445,-0.12920771677847473,0.05792860387396808,-0.3377725660436232,-0.13942055241789222,-0.01857793102026874,-0.010680497621606132,-0.048444095700812324,-0.337772566043624,-0.08884090099395586,0.1562575012902982,0.07150267412342348,0.16274348853406287
modliv,0.026819834860566247,0.01872379561080858,-0.027874386831387477,-0.03963542886965147,0.05784718733181673,-0.03727614201344966,-0.0331528331158044,0.00437165376088784,-0.03357424590617981,0.07256474544505889,0.07207373976305229,-0.04870340294222181,0.31543833021912726,-0.03056982900074071,-0.03977655384908046,-0.14347775464089912,0.009099311109982097,0.09833750313370467,-0.01703189717075144,0.040466871018398576
obesity_mhyn,0.037859328326754246,-0.020292204540956614,-0.09737557806657822,0.17736460339942667,-0.15733075563973561,0.022940956951894888,0.40588693081106886,0.14205785176912583,0.10160531489017348,0.1630598977123748,-0.17917198244878949,0.17143258249108856,-0.26687675958797136,-0.06033266091896369,0.08054365153916586,-0.31595970439734894,-0.08217866184707588,-0.1011335728825089,-0.018363200614924725,0.03686842060919252
onset2admission,-0.10352591733868685,-0.08345170755295979,-0.12216810854527355,0.3132947671068437,-0.13977475004133685,0.2202569292484568,0.2950328982359937,-0.038368593349504425,0.04660936384322541,-0.009588083244686784,-0.36986597297099183,0.1698825363368884,-0.6496967006670132,-0.1531869610780082,0.13589744961272773,-0.09663502067797744,0.12820367680033157,-0.1268901704846607,0.10793711209887437,-0.019908678471568127
renal_mhyn,0.32319848176741417,0.29638896087435096,-0.1401009720474353,-0.2311534328933678,-0.10155103404298535,-0.20565757230212509,-0.2506096290783081,0.2919046044169864,-0.2093886121569007,0.15420787173017,-0.14751987544967204,-0.21593375589870598,-0.29587398806214044,0.35254565734930826,-0.09485399482386443,-0.436093364143568,-0.2599312760957117,-0.01111291879724946,-0.06977487429496367,0.35250417871188255
rr_vsorres,0.010954300608714378,-0.07011100255216555,-0.5000928930127173,1.0841174325050305,-0.6408586470030927,0.2575854363448114,0.6003860675958373,-0.02359334090835675,-0.33149724716826806,0.04785097021930675,1.9343945768603432,1.5088515193326844,1.4636001235549718,-0.1580580488725889,-0.1426526558919221,3.2201814804094,0.43093612026136985,-0.33455571856851407,0.545124257750367,0.05770913523613775
sex,-1.130373604321439,0.8846632619314064,-1.1303736043211432,0.8846632619312733,0.8846632619313726,0.8846632619313026,-0.18184519965651025,-0.14472739584030245,-0.27304604491718654,-0.15116054858737582,-0.09232430958517364,-1.130373604321441,0.16965018035774732,-1.1303736043212398,-1.1303736043213959,0.14691752401363092,0.8846632619312441,-0.018067828268088885,-0.01644942520786093,0.8846632619312498
sf94,-0.05600650303947785,0.025543087901051097,0.6805284714258188,-2.1520639356803684,0.6768971889281187,-0.679250200646131,-0.9563130548130582,0.03550836828748972,0.6720274066382974,-0.044810367264363334,0.061184084388577004,-0.6946532667309483,0.15781541928937895,0.10338126436233251,-0.9361127956710532,0.7541694462596996,0.657242268177449,0.6305002289804593,-0.8964823318537438,-0.03811318293514749
sysbp_vsorres,-0.02013029916290638,-0.03126516541771788,0.040536356144416266,-0.032351421080745804,0.03114324582628687,-0.03610136289702879,-0.012715617327669652,0.030800551947553375,0.04127825496023494,0.03235775581982196,-0.8968960057804255,-0.09225822661308719,-0.8363202995176303,0.11928598841818802,-0.02793671203676349,-0.7726745476476576,-0.03702929047739893,0.01253877935965948,-0.002600449931715251,-0.09941479262016191
temp_vsorres,-0.15331230964035114,-0.12246120414761248,-0.11838475111241414,0.3099153148468553,-0.16531094238005253,0.23809333392829354,0.3083822306746057,-0.07290259448427948,0.02900669932165181,-0.028707374475880523,-0.08039350241262685,0.4678127435398602,0.07481370962640525,-0.24584243362201552,0.061691013169479184,0.3257089921196284,0.35824729427512764,-0.1467192601411639,0.10700259285492075,-0.12997931748741764
